row_id,car_name,mileage,price,type,category,quantity,sales,order_date,profit,country,ship_date,state,region,discount
1618,Ford F-150,299,3027298,EV,Pickup Truck,25,113523675,2023-07-02,12374034.54,USA,2023-12-05,New Mexico,West,1.09
1619,Hyundai Sonata,125,5423348,Diesel,Sedan,3,13016035,2023-03-19,2416563.82,USA,2024-08-09,Hawaii,South,6.02
1620,Ford Mustang,584,16968528,Petrol,Coupe,16,135748224,2022-03-01,22307968.2,USA,2023-10-15,Illinois,North,13.22
1621,BMW 3 Series,414,13723764,Diesel,Sedan,4,21958022,2019-02-08,1939008.89,USA,2020-04-17,Virginia,South,14.74
1622,Chevrolet Silverado,421,4751071,Petrol,Pickup Truck,7,44343331,2019-04-05,7046556.57,USA,2020-08-01,Arkansas,North,9.52
1623,Toyota Corolla,271,7477549,Petrol,Sedan,13,48604068,2021-05-25,8102522.2,USA,2023-12-05,Louisiana,North,8.9
1624,Honda Civic,239,12906448,EV,Sedan,6,77438688,2022-12-22,12933426.85,USA,2023-08-21,South Dakota,West,20.99
1625,Tesla Model S,181,6152797,EV,Sedan,20,78308328,2023-06-23,15759998.24,USA,2023-08-07,New Jersey,East,23.69
1626,Honda Civic,423,3869848,EV,Sedan,18,69657264,2022-07-23,11609121.42,USA,2023-09-22,Rhode Island,West,12.45
1627,Honda Civic,171,6522710,Diesel,Sedan,11,71749810,2019-06-26,5666317.18,USA,2023-03-27,Massachusetts,West,22.29
1628,Toyota Corolla,484,5218834,Diesel,Sedan,22,57407174,2021-05-19,6387047.44,USA,2024-07-22,Vermont,West,23.18
1629,Tesla Model S,397,943076,Diesel,Sedan,13,3900906,2020-02-21,402648.07,USA,2021-06-05,Minnesota,South,24.66
1630,Tesla Model S,169,5736251,Petrol,Sedan,10,36503418,2022-06-03,8527396.82,USA,2024-07-07,Hawaii,West,18.07
1631,Ford Mustang,467,1832281,Diesel,Coupe,21,19238952,2023-08-02,4765713.65,USA,2024-08-05,Ohio,East,21.82
1632,Tesla Model S,268,7330383,Diesel,Sedan,5,23323947,2024-04-21,4146433.33,USA,2024-06-15,Minnesota,South,11.11
1633,Ford F-150,453,6597047,Petrol,Pickup Truck,2,9895570,2021-06-17,545148.72,USA,2022-10-11,Indiana,North,0.59
1634,Ford F-150,185,2721946,Diesel,Pickup Truck,5,20414595,2023-12-25,3783580.3,USA,2024-03-02,Hawaii,West,9.75
1635,Nissan Altima,232,12427109,Diesel,Sedan,18,178950369,2019-07-19,38134502.45,USA,2021-12-19,Idaho,East,10.26
1636,Ford F-150,207,687809,Diesel,Pickup Truck,20,20634270,2018-09-02,2452390.45,USA,2024-03-02,Arkansas,North,8.15
1637,Toyota Corolla,440,11386521,EV,Sedan,9,102478689,2019-08-13,15342857.59,USA,2021-07-27,Texas,North,18.11
1638,Hyundai Sonata,387,1955099,Petrol,Sedan,9,14076712,2019-12-18,3070269.27,USA,2023-12-12,Oregon,North,13.75
1639,Toyota Corolla,260,3098104,Petrol,Sedan,15,23235780,2021-02-07,2292878.41,USA,2023-09-01,Wyoming,South,22.38
1640,Toyota Corolla,323,524770,EV,Sedan,24,12594480,2023-04-23,2668119.09,USA,2024-07-23,Texas,East,15.42
1641,Nissan Altima,211,9101392,EV,Sedan,15,54608352,2021-03-05,8337950.8,USA,2023-05-28,California,East,7.68
1642,Nissan Altima,179,940383,Petrol,Sedan,23,17303047,2018-03-01,1886078.74,USA,2019-09-22,New York,East,18.04
1643,Hyundai Sonata,244,12352400,Diesel,Sedan,18,88937280,2021-07-12,11139085.82,USA,2023-11-22,Arkansas,North,11.06
1644,Hyundai Sonata,467,12128199,EV,Sedan,20,194051184,2022-01-14,11347084.75,USA,2023-05-04,Tennessee,West,3.41
1645,Hyundai Sonata,104,8301062,EV,Sedan,3,19922548,2019-12-02,4192347.86,USA,2024-11-12,New York,North,22.38
1646,Ford F-150,434,6520878,Petrol,Pickup Truck,25,122266462,2020-02-13,19437755.87,USA,2022-12-22,Colorado,West,24.54
1647,Ford Mustang,418,17194540,EV,Coupe,6,51583622,2019-10-02,5747708.5,USA,2021-06-02,North Carolina,North,5.2
1648,Toyota Corolla,323,8205471,Petrol,Sedan,11,90260181,2022-12-19,14833968.37,USA,2023-03-13,Delaware,East,13.56
1649,Honda Civic,277,12215021,Petrol,Sedan,9,109935189,2024-06-06,6433211.12,USA,2024-06-24,Maine,West,23.25
1650,Audi Q7,176,16784560,Petrol,SUV,3,15735525,2019-11-15,2782411.22,USA,2020-09-09,Delaware,North,24.64
1651,Tesla Model S,503,10041709,Diesel,Sedan,23,73487057,2021-06-13,12983202.35,USA,2023-08-23,California,East,23.54
1652,Honda Civic,156,3271419,Petrol,Sedan,6,19628514,2023-02-22,4579823.74,USA,2023-09-11,Florida,South,9.72
1653,Hyundai Sonata,504,2051055,Petrol,Sedan,19,15588018,2021-12-06,2533540.42,USA,2023-03-01,Ohio,East,10.69
1654,Tesla Model S,330,4711384,EV,Sedan,15,44972308,2018-11-10,10314388.26,USA,2019-01-23,Tennessee,West,1.41
1655,Ford Mustang,315,1662439,EV,Coupe,18,14961952,2018-08-15,2568992.62,USA,2022-10-13,California,North,14.08
1656,Honda Civic,342,14358778,Petrol,Sedan,18,129229002,2021-01-09,11636795.21,USA,2024-06-27,Arkansas,West,18.4
1657,Ford F-150,228,6360667,Petrol,Pickup Truck,6,28623001,2020-11-25,1506243.94,USA,2024-04-01,Wisconsin,South,3.48
1658,Toyota Corolla,329,12384182,Petrol,Sedan,9,111457638,2019-11-17,10510970.02,USA,2023-07-28,New York,East,8.11
1659,Ford Mustang,589,5361492,Diesel,Coupe,25,67018650,2022-06-25,3581222.08,USA,2022-10-28,Delaware,East,20.02
1660,Audi Q7,461,20460355,Diesel,SUV,19,121483359,2019-06-02,25023292.94,USA,2023-08-25,Minnesota,East,7.15
1661,Ford F-150,548,10955653,Diesel,Pickup Truck,23,188985014,2020-08-25,37750949.42,USA,2023-07-16,North Dakota,West,21.6
1662,Honda Civic,373,8722458,Diesel,Sedan,19,165726702,2019-03-11,9217535.91,USA,2023-07-24,South Dakota,North,3.5
1663,Nissan Altima,103,7632572,EV,Sedan,19,116015094,2018-04-06,16603534.08,USA,2018-07-22,South Dakota,East,3.12
1664,Ford F-150,424,8922207,Petrol,Pickup Truck,18,240899589,2019-03-13,50983867.26,USA,2023-11-13,Delaware,East,6.56
1665,Honda Civic,247,7804613,Diesel,Sedan,25,97557662,2021-02-08,12138219.86,USA,2022-10-20,Ohio,East,9.63
1666,BMW 3 Series,372,4243968,Diesel,Sedan,22,37346918,2018-07-14,6275837.67,USA,2020-12-08,Connecticut,North,6.23
1667,Tesla Model S,600,13330157,EV,Sedan,21,178139377,2022-10-03,12411649.36,USA,2023-11-03,Vermont,East,7.22
1668,Nissan Altima,315,4926455,Diesel,Sedan,13,51235132,2023-05-26,10614093.21,USA,2024-06-04,Missouri,East,13.62
1669,Honda Civic,479,8311553,Diesel,Sedan,7,58180871,2019-06-12,8616763.94,USA,2022-04-25,Wisconsin,West,2.95
1670,Honda Civic,130,9336458,EV,Sedan,12,112037496,2022-12-16,19195281.68,USA,2023-02-01,Ohio,West,12.44
1671,Ford Mustang,445,16515799,EV,Coupe,10,82578996,2018-05-11,19328276.8,USA,2024-03-27,New York,North,14.39
1672,Audi Q7,264,20708830,Petrol,SUV,20,64715095,2021-07-15,11401920.38,USA,2022-05-20,New Hampshire,South,12.82
1673,Honda Civic,427,11773964,Diesel,Sedan,6,70643784,2019-07-09,12608189.74,USA,2023-08-04,Indiana,East,8.57
1674,Ford F-150,116,12431656,EV,Pickup Truck,6,111884904,2019-05-01,21336744.89,USA,2021-01-17,Texas,West,2.4
1675,Honda Civic,415,12805418,Petrol,Sedan,3,38416254,2022-10-08,7211088.79,USA,2023-06-16,Georgia,West,22.05
1676,Toyota Corolla,296,7487792,Petrol,Sedan,16,119804672,2023-06-15,28761027.58,USA,2024-04-11,New Jersey,East,18.01
1677,Ford Mustang,230,16333006,Diesel,Coupe,14,114331047,2023-02-08,13864902.43,USA,2023-07-11,New Mexico,East,5.46
1678,Chevrolet Silverado,293,7606843,Petrol,Pickup Truck,5,25356144,2020-08-03,5468896.87,USA,2024-09-11,North Dakota,South,18.92
1679,Hyundai Sonata,216,9612238,Diesel,Sedan,12,92277484,2022-04-09,6881922.61,USA,2023-08-15,West Virginia,North,24.22
1680,Audi Q7,221,772276,Petrol,SUV,25,6033412,2023-03-23,962955.67,USA,2024-11-17,North Carolina,West,7.98
1681,Nissan Altima,139,11743639,Petrol,Sedan,23,108041478,2021-07-16,5920268.11,USA,2022-10-03,North Carolina,West,20.25
1682,Toyota Corolla,546,8601554,Petrol,Sedan,7,60210878,2018-06-12,8493233.68,USA,2019-03-03,Michigan,West,5.88
1683,Nissan Altima,209,5481588,Diesel,Sedan,4,17541081,2024-02-22,3323451.15,USA,2024-10-27,Arkansas,West,20.61
1684,Nissan Altima,196,6619823,Petrol,Sedan,5,13239646,2021-04-20,2072264.09,USA,2023-09-07,Texas,South,7.81
1685,Audi Q7,442,23888062,EV,SUV,12,44790117,2020-08-31,6700599.34,USA,2024-06-07,Kentucky,East,10.75
1686,Audi Q7,440,15500881,Petrol,SUV,12,58128306,2023-12-20,6729936.81,USA,2024-06-07,Delaware,West,15.31
1687,Ford F-150,115,1766155,Diesel,Pickup Truck,21,27816941,2021-03-21,2227000.36,USA,2021-05-14,Utah,South,18.09
1688,Nissan Altima,203,4558355,EV,Sedan,19,69286996,2024-03-17,7687944.35,USA,2024-09-23,Nebraska,East,1.28
1689,Nissan Altima,429,12733041,EV,Sedan,25,127330410,2020-07-29,7596977.24,USA,2024-04-12,Kentucky,West,4.81
1690,Ford Mustang,461,8366070,EV,Coupe,17,71111595,2019-02-09,4479286.85,USA,2020-09-28,Georgia,North,16.62
1691,Tesla Model S,194,12071383,Diesel,Sedan,7,26886263,2020-02-01,6463197.31,USA,2023-09-20,Minnesota,East,14.8
1692,Ford Mustang,272,6886060,Diesel,Coupe,20,34430304,2021-01-05,7589710.06,USA,2024-10-23,Washington,East,7.58
1693,Nissan Altima,105,9273785,Diesel,Sedan,1,3709514,2020-10-26,767703.75,USA,2022-06-22,North Dakota,North,21.21
1694,Ford Mustang,346,5252316,EV,Coupe,15,39392370,2018-03-28,6870019.01,USA,2021-10-31,Nevada,South,15.2
1695,Chevrolet Silverado,155,6822773,Petrol,Pickup Truck,20,181940616,2018-05-06,29190429.05,USA,2021-05-22,Hawaii,East,18.47
1696,Toyota Corolla,567,4920314,Petrol,Sedan,14,34442198,2021-07-29,7100369.45,USA,2022-11-07,North Carolina,North,8.88
1697,Toyota Corolla,477,9373301,Diesel,Sedan,1,9373301,2023-12-22,1208112.83,USA,2024-09-01,Vermont,North,22.65
1698,BMW 3 Series,250,10878945,Petrol,Sedan,9,39164202,2023-02-24,7179004.49,USA,2023-07-15,Tennessee,East,3.59
1699,Ford F-150,252,1010930,Petrol,Pickup Truck,10,15163950,2018-08-18,2017379.32,USA,2020-08-25,Alaska,North,18.91
1700,Ford F-150,186,12483862,Petrol,Pickup Truck,24,224709516,2020-01-29,20669805.77,USA,2024-07-23,California,East,14.22
1701,BMW 3 Series,440,18902164,Petrol,Sedan,12,90730389,2024-03-12,12757297.55,USA,2024-04-07,South Dakota,North,6.41
1702,Hyundai Sonata,111,4134411,EV,Sedan,8,26460230,2023-06-07,6019798.01,USA,2024-08-27,Idaho,East,24.52
1703,Toyota Corolla,220,8830166,Petrol,Sedan,7,61811162,2018-04-23,7010556.05,USA,2020-09-10,Illinois,North,23.78
1704,Hyundai Sonata,253,6558761,Petrol,Sedan,2,10494017,2019-09-20,1223235.69,USA,2024-05-24,Connecticut,South,24.03
1705,Nissan Altima,320,7070527,Petrol,Sedan,10,56564216,2023-07-17,5517654.7,USA,2023-08-04,Illinois,East,9.23
1706,Tesla Model S,410,12979920,Diesel,Sedan,5,41299748,2022-05-03,9153327.4,USA,2023-12-12,Alabama,East,20.36
1707,Tesla Model S,590,12850502,Petrol,Sedan,1,8177592,2019-05-14,937676.73,USA,2020-08-27,Montana,West,16.63
1708,Honda Civic,136,6534563,Diesel,Sedan,16,52276504,2020-12-08,4327336.32,USA,2023-01-05,Louisiana,West,5.4
1709,Honda Civic,161,9490525,Petrol,Sedan,8,75924200,2018-03-31,4428881.67,USA,2023-04-14,South Dakota,North,13.21
1710,Ford F-150,473,624446,EV,Pickup Truck,14,13113366,2019-09-11,2896707.77,USA,2022-08-03,Wyoming,West,0.34
1711,Audi Q7,120,3725852,Petrol,SUV,10,5821645,2020-10-26,1325560.78,USA,2021-02-06,South Dakota,East,23.39
1712,Chevrolet Silverado,242,8669708,EV,Pickup Truck,22,254311437,2023-02-08,24360231.99,USA,2023-10-13,Kansas,South,10.27
1713,Audi Q7,440,12027977,EV,SUV,22,82692346,2024-03-16,10670817.33,USA,2024-05-12,Oregon,West,18.33
1714,BMW 3 Series,473,19047501,EV,Sedan,2,7619000,2020-12-04,422858.49,USA,2022-12-26,Iowa,South,22.82
1715,Hyundai Sonata,578,282891,Petrol,Sedan,12,2715753,2022-03-17,177701.73,USA,2022-05-11,Nebraska,South,18.92
1716,Hyundai Sonata,369,9430675,EV,Sedan,5,37722700,2023-12-02,9210355.12,USA,2024-09-02,South Dakota,East,7.47
1717,Tesla Model S,388,9837923,EV,Sedan,24,150251925,2022-02-20,23828604.78,USA,2023-06-02,Massachusetts,South,15.09
1718,Honda Civic,302,5960653,Petrol,Sedan,11,65567183,2019-09-03,10156753.93,USA,2024-04-26,Louisiana,West,21.12
1719,BMW 3 Series,458,17392456,EV,Sedan,11,76526808,2023-07-13,15791068.01,USA,2024-06-01,Colorado,North,7.05
1720,Ford Mustang,183,16604019,Diesel,Coupe,13,107926127,2023-12-20,20787904.49,USA,2024-08-16,Rhode Island,South,24.99
1721,Ford Mustang,490,3590920,Diesel,Coupe,14,25136445,2018-11-25,5277471.28,USA,2023-01-02,Arkansas,North,16.13
1722,Hyundai Sonata,273,9263744,Petrol,Sedan,7,51876966,2023-10-20,7674457.4,USA,2024-05-08,West Virginia,East,7.06
1723,Honda Civic,245,1467054,EV,Sedan,24,35209296,2023-04-25,2259461.41,USA,2024-06-08,Montana,West,20.25
1724,Toyota Corolla,465,9334021,Petrol,Sedan,11,51337115,2020-02-06,5118187.0,USA,2023-08-07,New Hampshire,West,16.92
1725,Toyota Corolla,199,11308231,Petrol,Sedan,7,79157617,2024-06-23,5929472.34,USA,2024-06-25,Oklahoma,South,1.21
1726,Chevrolet Silverado,504,12203893,Petrol,Pickup Truck,4,65087433,2022-06-29,9140359.2,USA,2024-09-01,Maryland,North,1.5
1727,Audi Q7,532,17079712,Petrol,SUV,21,112085610,2018-09-17,10611229.86,USA,2020-11-24,West Virginia,West,12.82
1728,Nissan Altima,446,3378036,Diesel,Sedan,5,6756072,2020-11-20,656943.78,USA,2022-02-26,Ohio,West,18.15
1729,Ford F-150,273,11018308,EV,Pickup Truck,23,190065813,2020-07-24,13696929.25,USA,2022-08-06,South Carolina,South,9.94
1730,Toyota Corolla,321,258737,Diesel,Sedan,10,1293685,2021-11-23,226340.32,USA,2024-10-18,Louisiana,South,18.78
1731,Chevrolet Silverado,225,11980681,Diesel,Pickup Truck,16,255587865,2019-03-10,33035462.89,USA,2024-05-19,Alaska,East,8.06
1732,Tesla Model S,213,16322353,Petrol,Sedan,21,218125994,2018-01-01,36125236.64,USA,2022-03-05,Oklahoma,West,23.97
1733,Nissan Altima,365,3132285,Diesel,Sedan,19,23805366,2020-01-02,1685805.9,USA,2024-08-16,Oklahoma,East,17.91
1734,Tesla Model S,188,9511445,EV,Sedan,23,139212980,2019-09-26,9817365.14,USA,2021-02-07,Alabama,East,12.75
1735,Ford Mustang,477,16425907,Diesel,Coupe,5,20532384,2020-12-16,1758708.9,USA,2022-10-29,Illinois,South,14.23
1736,Ford F-150,378,11771234,Diesel,Pickup Truck,13,114769531,2021-12-28,15118859.12,USA,2024-05-26,West Virginia,South,13.11
1737,Tesla Model S,247,7982146,EV,Sedan,5,25397739,2018-02-23,3841399.02,USA,2021-07-12,New York,East,17.6
1738,Tesla Model S,523,8263825,Diesel,Sedan,17,89399571,2024-07-23,13288811.09,USA,2024-10-16,West Virginia,North,10.77
1739,Audi Q7,209,21724856,Petrol,SUV,4,27156070,2022-12-22,1931799.27,USA,2024-10-03,Nebraska,North,14.16
1740,Ford F-150,353,8152849,Petrol,Pickup Truck,24,293502564,2023-09-30,60678107.37,USA,2024-09-18,Connecticut,East,10.15
1741,Ford F-150,261,12606961,Petrol,Pickup Truck,4,75641766,2022-06-19,12201339.88,USA,2024-07-07,Iowa,West,10.0
1742,BMW 3 Series,197,522651,Diesel,Sedan,15,3135906,2019-02-09,196889.24,USA,2022-09-27,Washington,North,7.77
1743,Toyota Corolla,308,13684709,Diesel,Sedan,17,232640053,2018-07-28,37957722.58,USA,2022-10-26,Texas,East,3.22
1744,Hyundai Sonata,529,5421630,EV,Sedan,19,41204388,2020-03-03,2690651.38,USA,2022-01-22,Iowa,West,13.58
1745,Nissan Altima,276,1864664,Petrol,Sedan,21,31326355,2023-06-25,7322317.56,USA,2024-11-24,Alabama,East,2.52
1746,Tesla Model S,500,5769171,EV,Sedan,14,51398069,2024-02-04,11395998.69,USA,2024-04-20,New Mexico,East,19.91
1747,Honda Civic,170,4391516,Petrol,Sedan,7,30740612,2018-12-18,6142967.26,USA,2024-04-09,South Dakota,North,11.87
1748,Toyota Corolla,274,2576017,Petrol,Sedan,12,30912204,2023-02-04,4279848.01,USA,2023-12-01,North Carolina,East,14.83
1749,BMW 3 Series,142,21950737,EV,Sedan,16,140484720,2019-04-05,19931337.55,USA,2023-01-30,Louisiana,South,22.41
1750,Ford F-150,332,10350516,Petrol,Pickup Truck,16,248412384,2019-12-10,18707064.3,USA,2020-01-01,Oregon,East,23.01
1751,Chevrolet Silverado,258,3483385,EV,Pickup Truck,7,32511595,2018-02-09,5214291.6,USA,2024-11-16,Arizona,East,21.89
1752,Tesla Model S,559,9627315,Diesel,Sedan,1,3063236,2021-03-01,214297.74,USA,2024-04-04,California,North,7.14
1753,Chevrolet Silverado,442,4609089,Diesel,Pickup Truck,16,49163616,2021-11-01,3787633.71,USA,2024-09-07,Rhode Island,South,12.76
1754,Honda Civic,310,780067,Petrol,Sedan,5,1950167,2020-07-25,105864.61,USA,2021-11-05,North Dakota,West,6.43
1755,Audi Q7,499,9413300,EV,SUV,22,32358221,2020-02-08,1959788.47,USA,2024-05-14,Virginia,North,22.3
1756,Audi Q7,234,1687771,Diesel,SUV,4,2109714,2024-02-05,300650.27,USA,2024-03-11,North Carolina,West,8.29
1757,Hyundai Sonata,480,14110155,EV,Sedan,7,79016868,2023-04-19,4288892.69,USA,2023-11-08,North Carolina,West,10.43
1758,Hyundai Sonata,556,11314400,Petrol,Sedan,4,36206080,2022-11-15,3172214.14,USA,2023-10-04,Mississippi,North,16.27
1759,BMW 3 Series,130,14134395,EV,Sedan,20,113075160,2022-01-15,21385075.95,USA,2022-04-26,Louisiana,West,19.74
1760,Ford F-150,287,11734842,EV,Pickup Truck,23,404852049,2022-12-26,73862426.03,USA,2024-10-02,South Dakota,East,5.2
1761,Ford F-150,406,9560978,Petrol,Pickup Truck,15,215122005,2023-04-13,42243976.39,USA,2023-10-29,California,East,14.6
1762,Ford F-150,428,6628515,EV,Pickup Truck,22,218740995,2023-06-10,41299940.11,USA,2024-09-07,New Hampshire,West,9.5
1763,Nissan Altima,418,12291246,Diesel,Sedan,16,157327948,2022-09-26,13861006.32,USA,2023-08-04,Minnesota,South,4.6
1764,Chevrolet Silverado,356,10860593,Diesel,Pickup Truck,20,144807912,2021-02-26,34339127.29,USA,2021-11-23,Nevada,South,24.36
1765,BMW 3 Series,569,21074634,Petrol,Sedan,17,143307511,2023-05-07,27506957.81,USA,2024-10-26,Indiana,West,11.39
1766,Honda Civic,201,6006086,Petrol,Sedan,18,108109548,2018-04-12,10391644.04,USA,2021-08-07,Nevada,East,17.77
1767,Hyundai Sonata,304,8736442,Petrol,Sedan,10,69891536,2023-06-29,11800541.5,USA,2024-02-14,Minnesota,West,24.01
1768,Tesla Model S,315,3389035,Petrol,Sedan,19,20488257,2021-07-27,3466587.76,USA,2023-12-09,Utah,South,17.24
1769,Ford Mustang,279,17283355,EV,Coupe,24,207400262,2019-12-27,31268106.38,USA,2023-07-22,New Jersey,South,20.52
1770,Chevrolet Silverado,278,8745954,Diesel,Pickup Truck,2,11661272,2021-06-13,2501828.02,USA,2023-07-24,New Jersey,West,1.1
1771,Ford Mustang,377,2148925,EV,Coupe,24,25787102,2018-04-02,4758912.25,USA,2020-09-04,Ohio,South,13.78
1772,Chevrolet Silverado,513,2436883,EV,Pickup Truck,7,22744243,2019-05-06,1284490.75,USA,2024-05-09,Kentucky,East,5.79
1773,Ford F-150,597,3551425,Diesel,Pickup Truck,16,85234200,2019-04-12,16240139.43,USA,2024-02-24,Arkansas,West,15.19
1774,Nissan Altima,519,4872913,Diesel,Sedan,21,81864938,2019-08-26,9586587.39,USA,2024-09-02,Vermont,West,14.48
1775,Audi Q7,264,12495961,Diesel,SUV,4,15619952,2018-01-01,1327223.18,USA,2019-11-21,Nevada,East,2.75
1776,Hyundai Sonata,475,3395902,Petrol,Sedan,11,29883937,2024-10-06,4336201.15,USA,2024-10-29,Vermont,South,5.11
1777,BMW 3 Series,265,13070142,Diesel,Sedan,5,13070142,2021-01-25,3205984.41,USA,2021-06-13,Connecticut,East,9.14
1778,Audi Q7,452,11240324,EV,SUV,11,19319308,2021-01-11,4778864.78,USA,2021-05-11,Iowa,West,3.44
1779,Ford F-150,429,9481089,Petrol,Pickup Truck,17,120883884,2021-03-08,19761260.17,USA,2023-01-20,South Dakota,West,22.14
1780,Ford Mustang,174,8122402,EV,Coupe,11,44673215,2024-03-27,3309703.77,USA,2024-05-19,New Mexico,East,18.19
1781,Toyota Corolla,408,9617042,Petrol,Sedan,19,91361899,2020-01-18,19077770.32,USA,2020-12-27,Nevada,South,4.04
1782,Tesla Model S,109,3068873,Diesel,Sedan,11,21482114,2024-08-06,4840646.85,USA,2024-09-22,Connecticut,East,11.0
1783,Ford F-150,464,5327885,Petrol,Pickup Truck,14,111885585,2022-11-02,18666822.52,USA,2023-03-25,Oregon,East,23.07
1784,Tesla Model S,167,3554387,Diesel,Sedan,9,20356944,2022-01-25,2721276.46,USA,2024-02-22,Michigan,South,23.93
1785,BMW 3 Series,140,311980,Petrol,Sedan,12,748753,2021-09-20,63660.38,USA,2024-02-26,Alaska,West,19.82
1786,Nissan Altima,343,12730145,Petrol,Sedan,25,127301450,2020-05-28,19000253.58,USA,2020-09-18,North Carolina,North,1.57
1787,Ford Mustang,120,5900916,Petrol,Coupe,24,70810992,2023-09-22,11817270.24,USA,2024-05-14,Tennessee,South,19.52
1788,Honda Civic,344,3412822,Petrol,Sedan,1,3412822,2018-11-20,590856.72,USA,2022-01-31,New Hampshire,North,23.06
1789,Ford Mustang,393,8082766,Diesel,Coupe,8,32331067,2024-10-08,5133363.87,USA,2024-11-28,Mississippi,North,12.48
1790,Tesla Model S,165,8942901,EV,Sedan,2,11381874,2019-01-30,1393277.93,USA,2019-07-28,Wisconsin,East,16.42
1791,Honda Civic,369,13627316,Diesel,Sedan,16,218037056,2022-01-06,22613445.86,USA,2023-01-12,Tennessee,East,1.16
1792,Toyota Corolla,177,12270410,Petrol,Sedan,16,196326560,2019-06-21,47493142.1,USA,2019-07-16,Michigan,West,1.82
1793,Honda Civic,289,10566316,Diesel,Sedan,10,105663160,2023-02-05,17859788.38,USA,2023-09-23,Florida,South,16.22
1794,Toyota Corolla,275,8580541,EV,Sedan,16,137288656,2019-08-12,30532207.33,USA,2019-11-07,Arizona,North,23.33
1795,Honda Civic,145,3883784,Petrol,Sedan,18,69908112,2024-06-17,5052831.31,USA,2024-06-22,North Dakota,South,4.39
1796,Ford Mustang,397,17749203,EV,Coupe,10,44373009,2021-03-29,3736177.93,USA,2023-06-12,Arkansas,West,6.69
1797,BMW 3 Series,289,12163659,EV,Sedan,4,9730927,2021-08-14,702368.58,USA,2022-05-17,Nevada,West,8.1
1798,Ford F-150,367,9983828,Petrol,Pickup Truck,23,344442066,2022-08-29,69617694.37,USA,2024-01-30,Hawaii,East,0.21
1799,Honda Civic,528,9337463,Petrol,Sedan,21,98043361,2021-11-08,22225507.16,USA,2023-04-27,Vermont,East,18.53
1800,Tesla Model S,582,2336150,Petrol,Sedan,20,14866410,2020-02-28,3572764.45,USA,2024-04-04,Louisiana,East,0.14
1801,Nissan Altima,453,12145150,Diesel,Sedan,16,155457920,2023-04-20,27633818.1,USA,2024-04-02,Nevada,South,21.3
1802,Audi Q7,225,16435108,Petrol,SUV,16,82175544,2019-11-12,17716971.75,USA,2024-02-27,Washington,North,7.36
1803,Tesla Model S,156,8338018,Diesel,Sedan,20,106120238,2022-05-23,6044092.6,USA,2022-10-12,Utah,East,17.0
1804,BMW 3 Series,590,17142696,Diesel,Sedan,24,164569881,2023-02-14,21725015.62,USA,2023-12-26,Montana,North,10.49
1805,Nissan Altima,347,14287263,Diesel,Sedan,18,205736587,2022-11-22,14028792.84,USA,2023-05-17,Texas,South,18.31
1806,Honda Civic,245,12646344,Petrol,Sedan,11,69554892,2020-05-17,8960930.23,USA,2023-10-17,North Carolina,East,13.14
1807,Ford Mustang,489,8291312,EV,Coupe,9,37310905,2019-12-15,8200478.65,USA,2024-01-21,Maryland,East,10.96
1808,Honda Civic,223,7482495,EV,Sedan,5,18706237,2020-05-01,1462104.54,USA,2021-12-25,North Dakota,South,1.5
1809,Hyundai Sonata,150,1325897,EV,Sedan,15,15910764,2024-02-18,1731605.92,USA,2024-11-27,Hawaii,East,8.07
1810,Chevrolet Silverado,302,12579777,EV,Pickup Truck,15,251595540,2019-12-09,59738117.87,USA,2023-11-06,Montana,South,13.92
1811,Ford Mustang,235,14794740,Diesel,Coupe,14,103563180,2018-01-21,11820778.85,USA,2021-08-31,Wyoming,South,3.2
1812,Nissan Altima,117,6726134,EV,Sedan,7,37666350,2022-04-13,2911804.54,USA,2023-10-08,New York,North,15.04
1813,Honda Civic,223,10559864,Petrol,Sedan,2,21119728,2024-02-29,3466115.63,USA,2024-05-14,Tennessee,West,6.26
1814,Toyota Corolla,361,5530249,EV,Sedan,21,58067614,2021-11-10,9357294.81,USA,2022-01-14,Georgia,West,20.36
1815,Ford F-150,403,2043171,Diesel,Pickup Truck,16,49036104,2019-05-25,9978263.15,USA,2020-03-24,Arkansas,South,10.31
1816,Honda Civic,264,11874130,Petrol,Sedan,5,59370650,2024-01-20,10282553.45,USA,2024-01-25,Alabama,South,15.64
1817,Honda Civic,493,9129227,Diesel,Sedan,9,82163043,2018-04-05,4510502.74,USA,2022-08-23,Oklahoma,West,4.48
1818,Ford F-150,464,9835487,Petrol,Pickup Truck,8,59012922,2021-06-10,14025123.23,USA,2021-10-02,Vermont,North,23.96
1819,Hyundai Sonata,450,6872999,Diesel,Sedan,12,32990395,2021-07-16,5677508.21,USA,2024-10-14,Nevada,North,18.43
1820,BMW 3 Series,480,6363121,EV,Sedan,16,40723977,2023-04-11,2286539.37,USA,2023-04-25,Indiana,West,14.36
1821,Audi Q7,382,18754318,EV,SUV,12,70328694,2024-06-13,9270539.42,USA,2024-08-02,Missouri,East,5.5
1822,Toyota Corolla,321,2433307,Petrol,Sedan,22,53532754,2019-10-12,4951386.85,USA,2019-12-18,West Virginia,South,16.42
1823,Hyundai Sonata,237,6078086,EV,Sedan,9,43762219,2019-06-06,7591095.01,USA,2020-03-06,Michigan,West,4.66
1824,Hyundai Sonata,208,13626055,Diesel,Sedan,13,141710972,2024-03-01,8961129.43,USA,2024-11-10,Pennsylvania,West,3.28
